,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore,TotalGHGEmissions,Latitude,Longitude,BuildingAge,Electricity,NaturalGas,SteamUse,GFAPerBuilding,GFAPerFloor,GFABuildingRate,GFAParkingRate,SiteEnergyUse(kBtu)
1168,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,77.0,8.49,47.59979,-122.33339,114.0,0.999999897331365,0.0,0.0,27838.0,6959.5,1.0,0.0,1217509.125
1169,2016,NONRESIDENTIAL,Distribution Center,DELRIDGE,2.0,2.0,Distribution Center,,30.02,47.55105,-122.34695,45.0,0.8006171108183284,0.19938255247782047,0.0,14184.0,14184.0,1.0,0.0,1856230.625
1176,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,2.0,Other,,127.1,47.72471,-122.3412,52.0,0.6167389301894894,0.3832609728190029,0.0,92080.0,46040.0,1.0,0.0,5155090.5
1178,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,1.0,Other,,49.58,47.72288,-122.34065,55.0,0.6042309816303297,0.39576889115500613,0.0,20236.0,20236.0,1.0,0.0,1965182.25
1179,2016,NONRESIDENTIAL,Office,NORTHWEST,1.0,2.0,Office,62.0,40.22,47.72004,-122.34418,65.0,0.7260365041805432,0.27396361773494915,0.0,39815.0,19907.5,1.0,0.0,2050600.75
1181,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,4.0,Residential Care Facility,,15.9,47.72299,-122.34293,46.0,0.9999997807356538,0.0,0.0,25557.0,6389.25,1.0,0.0,2280352.5
1182,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,2.0,Other,,122.73,47.72134,-122.34102,58.0,0.2865503780575568,0.713449540689543,0.0,26994.0,13497.0,1.0,0.0,3076813.25
1183,2016,NONRESIDENTIAL,Entrepot,NORTHWEST,1.0,1.0,Non-Refrigerated Warehouse,73.0,10.36,47.72183,-122.34328,44.0,1.0000000841215027,0.0,0.0,48112.0,48112.0,1.0,0.0,1485945.875
1184,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,1.0,Other,,32.86,47.72065,-122.34318,7.0,0.5615849119547395,0.43841488109662907,0.0,20909.0,20909.0,1.0,0.0,1208029.25
1185,2016,NONRESIDENTIAL,Office,NORTHWEST,1.0,2.0,Office,27.0,12.35,47.73387,-122.34722,15.0,0.99999971786297,0.0,0.0,42793.0,21396.5,0.6140022900941743,0.3859977099058257,1772188.5
1188,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,2.0,Other,,176.79,47.72644,-122.34338,9.0,0.5029828828027292,0.49701694805166247,0.0,45000.0,22500.0,1.0,0.0,5912066.0
1190,2016,NONRESIDENTIAL,Retail Store,NORTHWEST,1.0,1.0,Retail Store,43.0,36.74,47.72337,-122.34373,18.0,0.6797493832954704,0.32025083868042437,0.0,26115.0,26115.0,1.0,0.0,1689372.625
1192,2016,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,1.0,Worship Facility,78.0,45.33,47.6702,-122.32066,67.0,0.29615445112117517,0.7038453313248753,0.0,26033.0,26033.0,1.0,0.0,1149140.25
1194,2016,NONRESIDENTIAL,School,MAGNOLIA / QUEEN ANNE,1.0,4.0,K-12 School,82.0,61.98,47.64344,-122.3509,9.0,0.4371522460377532,0.5628476875264622,0.0,48660.0,12165.0,1.0,0.0,1881516.125
1195,2016,NONRESIDENTIAL,Medical,MAGNOLIA / QUEEN ANNE,1.0,2.0,Senior Care Community,73.0,180.38,47.6441,-122.34795,46.0,0.4271360845858913,0.5728638228223649,0.0,46539.0,23269.5,1.0,0.0,5400049.5
1197,2016,NONRESIDENTIAL,Hotel,DOWNTOWN,1.0,4.0,Residence Hall/Dormitory,47.0,79.58,47.61283,-122.34392,107.0,0.3787338879182111,0.6212661120817888,0.0,29796.0,7449.0,1.0,0.0,2233262.0
1198,2016,NONRESIDENTIAL,Retail Store,DOWNTOWN,1.0,2.0,Retail Store,36.0,17.12,47.6123,-122.34395,96.0,0.7738574544143956,0.22614267267031798,0.0,26400.0,13200.0,1.0,0.0,983595.875
1199,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,98.0,8.8,47.61185,-122.3434,98.0,0.999999405825642,0.0,0.0,38148.0,12716.0,1.0,0.0,1262255.75
1201,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,2.0,Non-Refrigerated Warehouse,,12.77,47.62231,-122.34145,88.0,0.5455944046761921,0.4544055953238079,0.0,28800.0,14400.0,1.0,0.0,456953.0
1202,2016,NONRESIDENTIAL,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,5.0,Worship Facility,4.0,12.59,47.62232,-122.36101,61.0,1.0,0.0,0.0,31945.0,6389.0,1.0,0.0,1806468.0
1207,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,43.0,31.24,47.6189,-122.35713,31.0,0.9999997768335854,0.0,0.0,85963.0,17192.6,0.6154740993218012,0.38452590067819875,4480961.0
1213,2016,NONRESIDENTIAL,Retail Store,DOWNTOWN,1.0,4.0,Retail Store,92.0,26.38,47.60683,-122.33771,,0.6624135605925515,0.33758654624972395,0.0,34680.0,8670.0,1.0,0.0,1169948.875
1214,2016,NONRESIDENTIAL,Worship Facility,DOWNTOWN,1.0,3.0,Worship Facility,24.0,247.97,47.60867,-122.33265,48.0,0.18919659008112438,0.8108034099188757,0.0,75058.0,25019.333333333332,0.540222228143569,0.45977777185643104,5587347.0
1217,2016,NONRESIDENTIAL,Retail Store,DOWNTOWN,1.0,1.0,Retail Store,2.0,20.76,47.61103,-122.33549,101.0,0.9369391538317009,0.06306048919249813,0.0,36504.0,36504.0,1.0,0.0,2100982.75
1218,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,8.0,20.9,47.61091,-122.33667,109.0,0.999999916616866,0.0,0.0,35200.0,5866.666666666667,1.0,0.0,2998208.25
1219,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,83.0,48.35,47.60961,-122.33566,109.0,0.4700176807401784,0.529982562964028,0.0,35840.0,7168.0,1.0,0.0,1538750.625
1220,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,2.0,Bank Branch,60.0,9.3,47.60985,-122.33527,75.0,0.9999999062569458,0.0,0.0,25920.0,12960.0,1.0,0.0,1333432.125
1221,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,17.0,73.61,47.60952,-122.33558,88.0,0.7356932842988146,0.0,0.2643066506679005,30525.0,7631.25,1.0,0.0,2883139.0
1224,2016,NONRESIDENTIAL,Other,EAST,1.0,4.0,Other,,101.34,47.61186,-122.32857,52.0,0.89198026989271,0.1080196121296579,0.0,49243.0,12310.75,1.0,0.0,8476183.0
1231,2016,NONRESIDENTIAL,Other,EAST,0.0,3.0,Social/Meeting Hall,,71.23,47.6097,-122.325,104.0,0.3846871583905168,0.6153129036603627,0.0,,6803.666666666667,1.0,0.0,2014475.875
1239,2016,NONRESIDENTIAL,Medical,EAST,1.0,2.0,Medical Office,2.0,85.55,47.61065,-122.32125,54.0,0.5218578903497701,0.47814202481118007,0.0,30855.0,15427.5,0.6666666666666666,0.3333333333333333,2946756.25
1240,2016,NONRESIDENTIAL,Office,EAST,1.0,3.0,Office,90.0,107.45,47.61194,-122.32177,106.0,0.3278887347092146,0.6721114420347758,0.0,73549.0,24516.333333333332,1.0,0.0,2828950.5
1242,2016,NONRESIDENTIAL,Other,EAST,1.0,5.0,Other,,462.4,47.60865694,-122.3205368,28.0,0.48970014732205863,0.005100752836856488,0.5051990536904494,45780.0,9156.0,0.7509829619921363,0.2490170380078637,10834087.0
1243,2016,NONRESIDENTIAL,Medical,EAST,0.0,3.0,Medical Office,42.0,60.04,47.60865416,-122.3205904,53.0,0.8026967518211682,0.1973031143210795,0.0,,13038.333333333334,1.0,0.0,3735308.5
1244,2016,NONRESIDENTIAL,Other,EAST,1.0,3.0,Other,,55.61,47.60901,-122.32994,100.0,0.3840391947687627,0.0,0.6159608052312373,38038.0,12679.333333333334,1.0,0.0,1107290.625
1245,2016,NONRESIDENTIAL,Worship Facility,EAST,1.0,3.0,Worship Facility,55.0,123.41,47.60821,-122.3296,54.0,0.35841196828770344,0.08216924403589886,0.559418889055827,37796.0,12598.666666666666,1.0,0.0,2465983.5
1249,2016,NONRESIDENTIAL,Office,BALLARD,1.0,1.0,Office,,37.34,47.66256,-122.36483,23.0,0.999999813284892,0.0,0.0,27744.0,27744.0,1.0,0.0,5355753.0
1251,2016,NONRESIDENTIAL,Entrepot,BALLARD,1.0,1.0,Non-Refrigerated Warehouse,63.0,31.61,47.65907,-122.36783,66.0,0.44233176615201275,0.5576681045390414,0.0,27553.0,27553.0,1.0,0.0,966677.125
1252,2016,NONRESIDENTIAL,Distribution Center,BALLARD,3.0,1.0,Distribution Center,,34.87,47.6583,-122.36638,65.0,0.5482835232509309,0.45171607794404844,0.0,19103.333333333332,57310.0,1.0,0.0,1253745.5
1253,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,2.0,Office,,16.57,47.62296,-122.33884,96.0,0.7879295850333567,0.2120699094461062,0.0,25920.0,12960.0,1.0,0.0,989079.5
1254,2016,NONRESIDENTIAL,Restaurant,LAKE UNION,1.0,3.0,Restaurant,,73.0,47.62354,-122.33808,97.0,0.39981130763005185,0.6001884549613297,0.0,40686.0,13562.0,1.0,0.0,2106073.5
1255,2016,NONRESIDENTIAL,Retail Store,LAKE UNION,1.0,2.0,Retail Store,57.0,82.72,47.62399,-122.33804,52.0,0.44908348012648786,0.550916324084043,0.0,45271.0,22635.5,1.0,0.0,2553763.5
1256,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,62.0,35.77,47.62437,-122.33802,96.0,0.5861428074187077,0.4138569193001781,0.0,28380.0,9460.0,0.5708245243128964,0.42917547568710357,1372213.375
1258,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,95.0,32.09,47.62353,-122.33622,90.0,0.431822127740002,0.5681774844255376,0.0,26176.0,8725.333333333334,1.0,0.0,966907.375
1259,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,1.0,Office,1.0,73.48,47.62799,-122.33132,90.0,0.9371005484920047,0.06289938432459419,0.0,37740.0,37740.0,1.0,0.0,7442314.5
1260,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,Other,,184.09,47.62208,-122.35398,55.0,0.6025018557617198,0.0,0.3974981916093516,26000.0,26000.0,1.0,0.0,5277482.5
1262,2016,NONRESIDENTIAL,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,3.0,Worship Facility,66.0,20.64,47.61876,-122.3534,7.0,0.5457971714416935,0.45420215216098797,0.0,23241.0,7747.0,1.0,0.0,739210.5
1264,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,Other,,24.62,47.62208,-122.35398,14.0,0.9001892242939578,0.0,0.09981049179862447,21018.0,21018.0,1.0,0.0,1761137.5
1265,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,Museum,,192.12,47.62208,-122.35398,18.0,0.44569021084987925,0.5543096197451641,0.0,30533.0,30533.0,1.0,0.0,5903015.0
1267,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,Other,,41.06,47.62082,-122.35251,24.0,0.6073229717230311,0.15068752185155546,0.05548132564560911,40600.0,20300.0,1.0,0.0,2485521.0
1268,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,84.0,13.97,47.62055,-122.33881,17.0,0.9999996257125965,0.0,0.0,38038.0,9509.5,1.0,0.0,2003807.75
1269,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,92.0,77.8,47.62028,-122.33717,9.0,0.48311241267504235,0.5168874882847857,0.0,64596.0,16149.0,0.6192333890643383,0.38076661093566166,2524228.25
1270,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,1.0,234.03,47.62038,-122.33759,88.0,0.5991756435653476,0.4008242476259575,0.0,41466.0,13822.0,0.8538079390343897,0.14619206096561038,9190442.0
1272,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,6.0,Office,92.0,86.51,47.62004,-122.33807,3.0,0.8987323780056675,0.10126748739437773,0.0,130710.0,21785.0,0.22882717466146432,0.7711728253385357,7429423.0
1273,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,77.0,13.33,47.62054,-122.33807,90.0,0.9999996078965966,0.0,0.0,35780.0,8945.0,1.0,0.0,1912760.75
1275,2016,NONRESIDENTIAL,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,4.0,Office,41.0,3.94,47.6223,-122.35653,52.0,0.9999996679971497,0.0,0.0,25132.0,6283.0,0.709215342989018,0.290784657010982,564754.1875
1278,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,1.0,Other,,119.34,47.60192,-122.33282,50.0,0.4605448406414067,0.0,0.5018938828024896,49680.0,49680.0,1.0,0.0,2844685.0
1279,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,1.0,Other,,44.33,47.60219,-122.3313,54.0,0.6058629957981159,0.21364913278594944,0.11165922249116281,36314.0,36314.0,1.0,0.0,1832808.75
1280,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,2.0,Other,,8.77,47.60849,-122.33924,100.0,0.9999995030906272,0.0,0.0,25920.0,12960.0,1.0,0.0,1257774.625
1281,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,72.0,77.48,47.60994,-122.33997,97.0,0.5666809184521523,0.0,0.433318960872272,47686.0,11921.5,1.0,0.0,2071670.25
1284,2016,SCHOOL,Mixed Use Property,DOWNTOWN,1.0,2.0,Retail Store,,98.28,47.60805,-122.33978,,0.759318023792233,0.24068188424715664,0.0,49280.0,24640.0,1.0,0.0,5437110.5
1287,2016,SCHOOL,Residential,DOWNTOWN,1.0,4.0,Multifamily Housing,,26.34,47.60918,-122.34079,74.0,1.0,0.0,0.0,45500.0,11375.0,1.0,0.0,3778355.0
1288,2016,SCHOOL,Restaurant,DOWNTOWN,1.0,2.0,Restaurant,,218.79,47.60895,-122.34052,104.0,0.4639936165101367,0.5360063834898633,0.0,25380.0,12690.0,1.0,0.0,6901554.0
1289,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,,44.89,47.60836,-122.34157,101.0,0.8070471716654034,0.19295291674339815,0.0,40715.0,6785.833333333333,1.0,0.0,2827772.75
1293,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,4.0,Parking,91.0,11.97,47.61113,-122.34556,26.0,1.0000000727958491,0.0,0.0,82065.0,20516.25,0.5759458965454213,0.42405410345457867,1717130.875
1295,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,47.0,12.98,47.61041,-122.34214,106.0,1.0000000671257396,0.0,0.0,36160.0,9040.0,1.0,0.0,1862176.875
1296,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,1.0,Other,,143.34,47.61014,-122.34251,98.0,0.5462731265371901,0.4537267761222418,0.0,34617.0,34617.0,1.0,0.0,5136604.5
1301,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,,14.13,47.6123,-122.34611,107.0,0.963738808786618,0.036261038231294535,0.0,66900.0,13380.0,1.0,0.0,1634178.25
1302,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,3.0,Office,,75.99,47.61252,-122.34565,106.0,0.38873552364817954,0.6112644763518205,0.0,29340.0,9780.0,1.0,0.0,2160420.0
1304,2016,NONRESIDENTIAL,Other,DOWNTOWN,0.0,2.0,Food Service,,2.01,47.61341,-122.34597,86.0,0.9999982624620565,0.0,0.0,,11355.0,1.0,0.0,287763.5
1307,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,13.0,22.46,47.6367,-122.3285,16.0,0.9992454407822331,0.0007544032204094463,0.0,50499.0,16833.0,0.7318758787302719,0.2681241212697281,3205182.5
1308,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,5.0,Office,68.0,41.22,47.63616,-122.32718,52.0,0.902967827674567,0.09703210289200637,0.0,54465.0,10893.0,0.8236482144496465,0.17635178555035344,3600571.25
1309,2016,NONRESIDENTIAL,School,EAST,1.0,2.0,K-12 School,56.0,182.81,47.63239,-122.32072,86.0,0.20028489985761005,0.7997151601339372,0.0,45960.0,22980.0,1.0,0.0,4167253.75
1312,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,2.0,Office,97.0,3.04,47.61992,-122.34539,57.0,0.9999997851600539,0.0,0.0,21128.0,10564.0,1.0,0.0,436604.0938
1314,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,4.0,Hotel,,220.26,47.61893,-122.34473,8.0,0.6296701635551175,0.37032972722172997,0.0,274442.0,68610.5,1.0,0.0,9155568.0
1315,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,,10.73,47.61952,-122.34462,3.0,0.9999997563457911,0.0,0.0,51552.0,17184.0,1.0,0.0,1539066.375
1316,2016,NONRESIDENTIAL,Hotel,LAKE UNION,1.0,4.0,Hotel,37.0,75.25,47.62014,-122.34456,57.0,0.5695345465592502,0.4304654534407499,0.0,38520.0,9630.0,1.0,0.0,2804534.0
1317,2016,NONRESIDENTIAL,Hotel,LAKE UNION,1.0,3.0,Hotel,95.0,30.22,47.62174,-122.34417,55.0,0.3958027956857502,0.6041979250375678,0.0,29186.0,9728.666666666666,0.8541766600424862,0.14582333995751387,867184.375
1319,2016,NONRESIDENTIAL,Worship Facility,LAKE UNION,1.0,1.0,Worship Facility,56.0,4.05,47.6201,-122.34071,56.0,1.0,0.0,0.0,27338.0,27338.0,1.0,0.0,581289.0
1321,2016,NONRESIDENTIAL,Other,EAST,1.0,2.0,Parking,,77.76,47.64132,-122.31644,17.0,0.32724658680714436,0.6727534131928556,0.0,85750.0,42875.0,0.2345189504373178,0.7654810495626823,2045592.0
1323,2016,NONRESIDENTIAL,Medical,MAGNOLIA / QUEEN ANNE,1.0,2.0,Laboratory,,422.45,47.6224,-122.36248,54.0,0.38909994194376535,0.6108999748334212,0.0,34416.0,17208.0,1.0,0.0,12015936.0
1324,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,Office,94.0,115.43,47.61954,-122.35847,86.0,0.18541879131729755,0.8145812086827025,0.0,45864.0,15288.0,1.0,0.0,2590622.0
1326,2016,NONRESIDENTIAL,School,NORTHWEST,1.0,2.0,K-12 School,23.0,104.91,47.72726,-122.32835,17.0,0.49879979591868934,0.5012000606449102,0.0,49252.0,24626.0,1.0,0.0,3485865.5
1333,2016,SCHOOL,School,NORTH,1.0,1.0,K-12 School,94.0,10.15,47.71343,-122.31466,66.0,0.9293459741631869,0.07065402583681313,0.0,34005.0,34005.0,1.0,0.0,991918.0
1335,2016,SCHOOL,School,SOUTHWEST,1.0,1.0,K-12 School,83.0,46.46,47.56549,-122.39689,67.0,0.7028920695360739,0.29710770792000435,0.0,41221.0,41221.0,1.0,0.0,2246747.5
1337,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,89.0,35.96,47.63245,-122.32529,29.0,0.6046788164591863,0.3953208329783889,0.0,33176.0,11058.666666666666,1.0,0.0,1426279.5
1338,2016,NONRESIDENTIAL,Retail Store,LAKE UNION,1.0,3.0,Retail Store,,55.95,47.63246,-122.32658,23.0,0.505672709470688,0.49432735706316383,0.0,25194.0,8398.0,0.8505993490513615,0.14940065094863855,1878742.875
1341,2016,SCHOOL,School,SOUTHEAST,1.0,2.0,K-12 School,83.0,50.67,47.52499,-122.27466,16.0,0.6683430968798925,0.33165668332766635,0.0,75605.0,37802.5,1.0,0.0,2274873.5
1342,2016,SCHOOL,School,SOUTHEAST,1.0,2.0,K-12 School,77.0,24.42,47.52526,-122.27092,8.0,0.7433576222764031,0.2566425703553922,0.0,29525.0,14762.5,1.0,0.0,1297812.75
1345,2016,NONRESIDENTIAL,Worship Facility,GREATER DUWAMISH,1.0,99.0,Worship Facility,80.0,2.27,47.55072,-122.30265,39.0,0.9999994248487208,0.0,0.0,21948.0,221.6969696969697,1.0,0.0,326001.1875
1346,2016,NONRESIDENTIAL,Other,EAST,1.0,3.0,Other,,167.98,47.64033,-122.29135,89.0,0.5315555900435621,0.4684444099564379,0.0,31191.0,10397.0,1.0,0.0,5876439.0
1347,2016,NONRESIDENTIAL,Other,NORTH,1.0,1.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,111.73,47.72039,-122.29729,69.0,0.35476909073331014,0.6452309092666899,0.0,37377.0,37377.0,1.0,0.0,3040978.0
1349,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,33.0,5.97,47.53906,-122.32031,39.0,1.0000004380387604,0.0,0.0,29380.0,29380.0,1.0,0.0,856088.625
1358,2016,NONRESIDENTIAL,Worship Facility,EAST,1.0,2.0,Worship Facility,87.0,7.07,47.60321889,-122.3205567,94.0,0.6893133338358333,0.31068666616416674,0.0,22688.0,11344.0,1.0,0.0,331675.0
1376,2016,NONRESIDENTIAL,Other,SOUTHEAST,1.0,2.0,Adult Education,,54.44,47.56028,-122.28914,54.0,0.346870947913633,0.6531292224987257,0.0,22364.0,11182.0,1.0,0.0,1467029.75
1377,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,2.0,Office,84.0,13.27,47.54693,-122.28718,34.0,0.9999995403098062,0.0,0.0,41262.0,20631.0,1.0,0.0,1903455.875
1390,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,2.0,Office,,92.45,47.62038,-122.34668,63.0,0.8806117482157276,0.11938811680130318,0.0,43183.0,21591.5,1.0,0.0,7408342.0
1393,2016,NONRESIDENTIAL,Worship Facility,NORTH,1.0,3.0,Worship Facility,79.0,86.81,47.68566,-122.31849,108.0,0.24522982382074485,0.7547704770883316,0.0,45680.0,15226.666666666666,1.0,0.0,2077039.375
1407,2016,NONRESIDENTIAL,Worship Facility,SOUTHWEST,1.0,1.0,Worship Facility,96.0,3.71,47.53439,-122.37699,59.0,0.9999996473821948,0.0,0.0,23562.0,23562.0,1.0,0.0,531737.1875
1410,2016,NONRESIDENTIAL,Office,BALLARD,1.0,4.0,Office,,6.35,47.65804,-122.36537,17.0,0.9999992451016879,0.0,0.0,28844.0,7211.0,1.0,0.0,910718.6875
1411,2016,SCHOOL,School,DELRIDGE,1.0,2.0,K-12 School,75.0,13.75,47.54176,-122.37349,28.0,0.9999996830755163,0.0,0.0,54528.0,27264.0,1.0,0.0,1972078.625
1414,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,,27.97,47.56067,-122.32646,27.0,0.25410312599481,0.7458970589785806,0.0,21101.0,21101.0,1.0,0.0,675772.875
1415,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Refrigerated Warehouse,75.0,9.42,47.56067,-122.32705,102.0,1.0000000925057142,0.0,0.0,45594.0,22797.0,1.0,0.0,1351267.875
1416,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,1.0,Manufacturing/Industrial Plant,,15.62,47.55013,-122.33044,66.0,0.9999997769132423,0.0,0.0,26660.0,26660.0,1.0,0.0,2241280.5
1417,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,44.0,18.63,47.56056,-122.32593,41.0,0.6872872265086902,0.3127129888536357,0.0,28126.0,28126.0,1.0,0.0,870625.8125
1418,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,53.0,2.64,47.54813,-122.32553,52.0,0.9999989271599041,0.0,0.0,35000.0,35000.0,1.0,0.0,378714.4063
1419,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,6.0,26.55,47.54948,-122.32536,54.0,0.6748616800560159,0.32513863026973205,0.0,26150.0,26150.0,1.0,0.0,1208407.625
1420,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,2.0,Office,73.0,7.59,47.54974,-122.3261,49.0,0.999999770338005,0.0,0.0,24000.0,12000.0,1.0,0.0,1088556.25
1421,2016,NONRESIDENTIAL,School,EAST,1.0,5.0,K-12 School,38.0,73.26,47.64132,-122.31644,48.0,0.5103748095020855,0.4896249887259939,0.0,43594.0,8718.8,1.0,0.0,2478045.5
1427,2016,NONRESIDENTIAL,Distribution Center,LAKE UNION,1.0,1.0,Distribution Center,,18.54,47.65791,-122.34274,104.0,0.6455217113726657,0.3544787604888926,0.0,28080.0,28080.0,1.0,0.0,794724.625
1441,2016,NONRESIDENTIAL,Medical,NORTHWEST,1.0,2.0,Senior Care Community,85.0,203.73,47.72618,-122.35642,62.0,0.3703612610417538,0.6296387389582462,0.0,51298.0,25649.0,1.0,0.0,5655578.0
1447,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,3.0,103.28,47.5213,-122.32182,37.0,0.48559202065802487,0.5144078306888689,0.0,31600.0,31600.0,1.0,0.0,3363535.5
1448,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,63.0,23.9,47.52024,-122.32137,9.0,0.5600285249736144,0.4399714750263856,0.0,35289.0,35289.0,1.0,0.0,876425.0
1449,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,50.0,80.09,47.51899,-122.321,35.0,0.15941554564935595,0.840584454350644,0.0,28920.0,28920.0,1.0,0.0,1750419.0
1450,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,60.0,32.77,47.5193,-122.3213,38.0,0.18666982153226322,0.8133293297772068,0.0,22176.0,22176.0,1.0,0.0,736428.625
1451,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,89.0,9.08,47.51968,-122.3212,38.0,0.6087870720966506,0.3912129279033494,0.0,31300.0,31300.0,1.0,0.0,362874.0
1452,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,14.0,4.88,47.51918,-122.31957,37.0,1.0000005352343908,0.0,0.0,22000.0,22000.0,1.0,0.0,700627.625
1453,2016,NONRESIDENTIAL,Office,NORTH,1.0,3.0,Office,38.0,24.88,47.70079,-122.32714,42.0,0.999999859881945,0.0,0.0,39927.0,13309.0,1.0,0.0,3568419.5
1454,2016,NONRESIDENTIAL,Other,NORTH,1.0,1.0,Other,,135.81,47.69883,-122.32479,37.0,0.46570350793447507,0.5342964920655249,0.0,30610.0,30610.0,1.0,0.0,4294550.0
1455,2016,NONRESIDENTIAL,Medical,NORTH,1.0,2.0,Medical Office,64.0,6.99,47.70007,-122.32533,36.0,1.0,0.0,0.0,26930.0,13465.0,0.7642034905310063,0.2357965094689937,1002995.0
1456,2016,NONRESIDENTIAL,Medical,NORTH,1.0,2.0,Medical Office,76.0,49.62,47.70087,-122.32379,48.0,0.7789905752844177,0.2210090787401929,0.0,38745.0,19372.5,1.0,0.0,2890379.0
1457,2016,NONRESIDENTIAL,Entrepot,NORTHEAST,1.0,2.0,Self-Storage Facility,,5.97,47.66353,-122.29505,57.0,0.9999998539148127,0.0,0.0,20296.0,10148.0,1.0,0.0,855665.125
